show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3793,Movie,Pride,Matthew Warchus,"Bill Nighy, Andrew Scott, Imelda Staunton, Dominic West, George MacKay",,,2014,R,120 min,"Arthouse, Comedy, Documentary","PRIDE is inspired by an extraordinary true story. It's the summer of 1984, Margaret Thatcher is in power and the National Union of Mineworkers is on strike, prompting a London-based group of gay and lesbian activists to raise money to support the strikers' families. Initially rebuffed by the Union, the group identifies a tiny mining village in Wales and sets off to make their donation in person.."
s3794,Movie,Phantasm: Remastered,Don Coscarelli,"A. Michael Baldwin, Bill Thornbury, Reggie Bannister, Angus Scrimm",,,1979,R,89 min,"Horror, Science Fiction",Remastered 1979 horror classic about two brothers who discover that their local cemetery is run by a ghoulish mortician wreaking havoc on the damned.
s3795,Movie,Painted Horses,Damian X. Fulton,"Madelyn Deutch, Linc Hand, Deana Carter, Terri Minton, Kendall Ryan Sanders, Grace Fulton",United States,,2017,13+,92 min,Drama,"Ms. Hoog is destined to be a loser like the many generations in her family that preceded her, but the legacy will end with her, because by strength of character and sheer determination she is going to forge a new path and a new destiny for her and her son. ."
s3796,Movie,Padi Padi Leche Manasu,Hanu Raghavapudi,"Sharwanand, Sai Pallavi, Murali Sharma",,,2018,13+,153 min,"Drama, International, Romance","Set in Kolkata, the romantic drama chronicles the shared destiny of a young couple as they navigate through the highs and lows of a budding relationship."
s3797,Movie,Out of Liberty,Garrett Batty,"Jasen Wade, Brandon Ray Olive, Casey Elliott, Corbin Allred, Adam Johnson, Danny James, Morgan Gunter, Brock Roberts, ake Van Wagoner, Shawn Stephens",,,2019,PG,112 min,"Faith and Spirituality, Special Interest, Western","Winter, 1839 - When Joseph Smith (Brandon Ray Olive) is jailed for treason, and Missouri mobs threaten justice, local jailer Samuel Tillery (Jasen Wade) takes the law into his own hands, in order to preserve Liberty."
s3798,Movie,Operation Toussaint,Nick Nanton,"Tim Ballard, Tony Robbins, Glenn Beck, Mike Tomlin, Marisol Nichols, Orrin Hatch, Jonathan Lines, Sean Reyes, Jerry Gowen",,,2018,13+,82 min,Documentary,"Tim Ballard left his post as a special agent for the U.S. Department of Homeland Security to form Operation Underground Railroad and go undercover to rescue child sex trafficking victims that he couldn't save when bound by government restrictions. Join Tim and his special forces team as they go undercover in Haiti to bring a ring of sex traffickers who bribed their way out of jail, to justice."
s3799,Movie,No Greater Love,Justin Roberts,"Gene Delgado, Jameson Lindskog",,,2017,,97 min,Documentary,"No Greater Love explores a combat deployment through the eyes of an Army chaplain, as he and his men fight their way through a hellish tour in one of the most dangerous places in Afghanistan and then as they struggle to reintegrate home."
s3800,Movie,Nighttime Nature Sounds for Sleep 9 Hours,,,,,2016,ALL,540 min,"Documentary, Special Interest",This ultra-dark wildlife video was filmed at California's Carmel Beach Estuary with accompanying nature sounds recorded on location. The sleep video is designed to reduce blue-spectrum light waves known to inhibit REM sleep. By following the five stages of sleep patterns this calming video will help you relax into a deep sleep.
s3801,Movie,Nightjohn,Charles Burnett,"Beau Bridges, Carl Lumbly, Kathleen York, Allison Jones",,,1996,18+,96 min,Drama,"In this uncompromising story of persecution and perseverance in the Antebellum South, former runaway slave Nightjohn (Carl Lumbly, ""Alias"") brings hope and the chance of freedom to slaves on cruel Clel Waller's (Beau Bridges, ""The Descendants"") tobacco plantation."
s3802,Movie,Never Let Go,Howard J. Ford,"Angela Dixon, Nigel Whitmey, Rami Nasr, Velibor Topic, Lisa Eichhorn, Heather Peace",,,2017,16+,94 min,"Action, Adventure, Drama",A single mother desperately searches for her missing child following an apparent adduction.
s3803,Movie,Nat Turner: A Troublesome Property,Charles Burnett,"Herbert Aptheker, Ayuko Babu, Charles Burnett",,,2003,18+,57 min,"Documentary, Drama, Special Interest","Nat Turner's slave rebellion in Virginia in 1831 is a watershed event in America's history of racial conflict, and a foreshadow of things to come in the outbreak of the Civil War. This groundbreaking documentary tells the story of that violent confrontation and its impact on the still relatively new nation. It also delves into the rise of this legendary story, and ways it has been re-told."
s3804,Movie,"Nas, Live from the Kennedy Center with the National Symphony Orchestra",Jason Goldwatch,Nas,,,2018,16+,52 min,"Arts, Entertainment, and Culture, Documentary","When Nas was just 19 years old, he composed what would become one of hip-hop's defining masterpieces, Illmatic. To mark its 20th anniversary, Nas delivers a standout performance with the National Symphony Orchestra at DC's Kennedy Center. Between songs, the program cuts away to both archival and new interview footage to document Nas' rise from Queensbridge upstart to influential rap icon."
s3805,Movie,Nancy Wake: Gestapo's Most Wanted,Mike Smith,"Rachael Blampied, Owen Black, William Kircher",,,2014,16+,62 min,Documentary,"During World War II, Nancy Wake bravely fought against the Nazis in war-torn France. Pursued by German spies, Wake took a stand for the French resistance. This is her story."
s3806,Movie,"Nancy Drew, Reporter","WILLIAM B. CLEMENS, JOHN LANGAN, William Clemens","Bonita Granville, John Litel, Frankie Thomas, Mary Lee, Dickie Jones, Larry Williams, Betty Amann, Thomas E. Jackson, Olin Howland, Sheila Bromley, Irving Bacon, John Dilson, Edgar Edwards, Jack Gardner, William Hopper, Jack Mower, Joanne Tree, Walter Young, Hooper Atchley, Frankie Burke, Nat Carr, Glen Cavender, Loia Cheaney, Steve Clark, Jimmy Conlin, Clyde Courtright, Jimmie Fox, Paul Fung, Willie Fung, Chester Gan, Jack A. Goodrich, Sol Gorss, William Gould, Eddie Graham, Kit Guard, George Guhl, Florence Halop, Charles Halton, Al Herman, Harry Hollingsworth, Jack Kenny, Joan Leslie, Al Lloyd, George Lloyd, Charles Marsh, Frank Mayo, Leonard Mudie, George Offerman Jr., Frank Orth, Bob Perry, Jack Perry, Jessie Perry, Renie Riano, Jack Richardson, John Ridgely, Betty Roadman, Cliff Saum, Charles Smith, Charles Sullivan, Elliott Sullivan, Lois Verner, Jack Wagner, Pat West, Leo White, Jack Wise",,,1939,7+,68 min,"Adventure, Suspense","Nancy Drew, reporter for the school newspaper, clears a girl of murder charges."
s3807,Movie,My Santa,Sam Irvin,"Samaire Armstrong, Matthew Lawrence, Julie Brown",,,2013,PG,84 min,Comedy,"Single mom Jen strikes up a friendship with the young and handsome Chris, who plays Santa at the mall, not knowing that he really is the son of St. Nick and that he's looking for a Mrs. Claus of his own."
s3808,Movie,Mr. Wong In Chinatown,William Nigh,"Boris Karloff, Marjorie Reynolds, Grant Withers, Huntley Gordon, George Lynn, William Royle, James Flavin, Lotus Long, Lee Tung Foo, Bessie Loo, Richard Loo, Ernie Stanton, I. Stanford Jolley, Donald Kerr, Wilbur Mack, Moy Ming, Bruce Mitchell, Angelo Rossitto, Guy Usher",,,1939,13+,71 min,Suspense,"A pretty Chinese woman, seeking help from San Francisco detective James Lee Wong, is killed by a poisoned dart in his front hall, having time only to scrawl ""Captain J"" on a sheet of paper. She proves to be Princess Lin Hwa, on a secret military mission for Chinese forces fighting the Japanese invasion. Mr. Wong finds two captains with the intial J in the case, neither being quite what he seems. In the fog on the waterfront, someone still has that poison-dart gun and wants to use it on the detective."
s3809,Movie,Mitron,Nitin Kakkar,"Jackky Bhagnani, Kritika Kamra, Prateek Gandhi, Neeraj Sood",India,,2018,13+,116 min,"Comedy, International","Jay, born and brought up with middle-class values, easy going approach to life. Unhappy with Jay’s lifestyle his father decides to get him married, in the hope of bringing stability to this life. He accidently meets Avni, an ambitious girl. Avni tells him that she is not interested in getting married."
s3810,Movie,Mine Games,Richard Gray,"Joseph Cross, Briana Evigan, Rafi Gavron",,,2014,,94 min,"Horror, Suspense","A group of friends travel up to a cabin located deep within the forest. Shortly after arriving, they stumble across an abandoned mine and decide to explore the dark and mysterious tunnels. As the group hikes deeper within the mine, they make a shocking discovery that quickly turns their excitement into fear. Hunted by a mysterious force, the group must work together to escape the mine alive."
s3811,Movie,Memorial Day,Samuel Fischer,"James Cromwell, Jonathan Bennett, Jackson Bond, John Cromwell, Steven Luke, Emily Fradenburgh",,,2012,R,108 min,"Action, Drama","13-year-old Kyle Vogel discovers the World War II footlocker belonging to his grandfather, Bud. Bud has never talked about the war, yet he finds himself striking a deal with his grandson: Kyle can pick any three souvenirs, and Bud will tell him the stories behind each one. Weaving Bud's complicated wartime past, along with Kyle's wartime future, these two men share parallel experiences in combat."
s3812,Movie,Maximum Impact,Andrzej Bartkowiak,"Tom Arnold, Danny Trejo, William Baldwin, Mark Decascos, Eric Roberts",,,2018,16+,110 min,"Action, Comedy",The agents of the Federal Security Service of Russia and the US Secret Service are forced to work together to prevent a full-scale international crisis.
s3813,Movie,Max Reload and the Nether Blasters,"Scott Conditt, Jeremy Tremp","Greg Grunberg, Wil Wheaton, Kevin Smith",,,2020,16+,101 min,Science Fiction,A small town video game store clerk must go from zero to hero after accidentally unleashing the forces of evil from a cursed Colecovision video game cartridge.
s3814,Movie,Martial Arts of Shaolin,Liu Chia-liang,"Jet Li, Huang Qiu-yan, Hu Jian-qiang, Yu Cheng-hui, Yu Hai",,,1986,16+,90 min,"Action, Adventure","Internationally lauded is one of the greatest, martial arts movie masterpiece ever. It teamed up kung fu superstar Jet Li (Romeo Must Die) with legendary director Liu Chia-liang. The result is just spectacular."
s3815,Movie,Marketing the Messiah,Cameron Reilly,,,,2020,13+,103 min,"Documentary, Special Interest","Whether you are a Christian, atheist, or member of another faith, it's impossible to ignore the impact that Christianity has had on Western civilization. But most people don't actually know how Christianity began. In this lighthearted but factual film, we tell the ""true"" story of early Christianity. An honest attempt to piece together a very complex and fascinating story that everyone will enjoy."
s3816,Movie,Marjaavaan,Milap Milan Zaveri,"Riteish Deshmukh, Sidharth Malhotra, Tara Sutaria, Rakul Preet Singh",,,2019,16+,133 min,Romance,Young couple Raghu and Zoya enjoy their lives together until a vertically challenged gang leader with harmful intentions turns their world upside down.
s3817,Movie,Marina Franklin: Single Black Female,Brian Volk-Weiss,Marina Franklin,,,2019,18+,58 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Marina Franklin returns to her Chicago roots to celebrate and unpack what it means to be 'woke' in these confusing and tumultuous times. Franklin offers us a hilarious yet honest glimpse into the challenges of navigating America's complex blah blah blah.. oh yeah and dating.
s3818,Movie,Mardaani 2,Gopi Puthran,"Rani Mukerji, Vishal Jethwa, Sumit Nijhawan, Shruti Bapna, Vikram Singh Chauhan, Deepika Amin, K.C.Shankar, Rajesh Sharma, Jishu Sengupta, Avneet Kaur",India,,2019,13+,103 min,"Action, Drama, Suspense","A 21-year old boy named Sunny (Vishal Jethwa), comes to the city on a murder contract. But he also has a penchant for sexually assaulting and murdering young girls. When he locks horns with Shivani Shivaji Roy (Rani Mukerji), the newly appointed Chief of the city police, a thrilling cat and mouse hunt begins. Will Shivani manage to nab Sunny, or does she end up being one of his many victims?"
s3819,Movie,Manikarnika: The Queen of Jhansi,"Radha Krishna Jagarlamundi, Kangana Ranaut","Kangana Ranaut, Jisshu Sengupta, Ankita Lokhande",,,2019,16+,141 min,"Action, Drama, Historical",Manikarnika – Queen of Jhansi or well known as Lakshmi Bai of Jhansi is her real live story. She was the first woman in history to fight against the British in the cry of Independence.
s3820,Movie,Maharshi,Vamshi Paidipally,"Mahesh Babu, Allari Naresh, Pooja Hegde","India, United States",,2019,7+,177 min,"Action, Drama, International","Rishi, a millionaire businessman, returns to his homeland, where he becomes the champion of poor and downtrodden farmers. Directed by Vamsi Paidipally, Maharshi features Mahesh Babu and Pooja Hegde in central roles."
s3821,Movie,Madness in the Method,Jason Mewes,"Jason Mewes, Vinnie Jones, Gina Carano, Jaime Camil, Brian O'Halloran, Blake Harrison, Stan Lee, Evanna Lynch, Mickey Gooch Jr., Dean Cain, Zach Galligan, Casper Van Dien, Judd Nelson, Teri Hatcher, David Dastmalchian, Danny Trejo, Kevin Smith",,,2019,16+,99 min,Comedy,"Legendary stoner actor Jason Mewes (Clerks, Jay and Silent Bob Strike Back) is tired of Hollywood's perception of him. Upon advice from best friend Kevin Smith, Mewes tracks down a secret method acting book to reinvent himself as a serious actor - with disastrous consequences!"
s3822,Movie,Mad Money,Callie Khouri,"Diane Keaton, Katie Holmes, Queen Latifah, Ted Danson",,,2008,PG-13,104 min,"Action, Comedy, Suspense","Deep inside the most secure bank in America, three desperate women from very different worlds cook up the most unlikely heist of the century: Smuggle out millions of dollars in worn-out currency headed for a Federal Reserve shredder every day."
s3823,Movie,Lynyrd Skynyrd - I'll Never Forget You: The Last 72 Hours Of Lynyrd Skynyrd,Jonathan Braucher,"Gene Odom, Leslie Hawkins, Craig Reed",,,2019,13+,67 min,Documentary,"I'll Never Forget You: The Last 72 Hours of Lynyrd Skynyrd chronicles the story of three survivors: security guard Gene Odom, lead backup singer Leslie Hawkins and guitar tech Craig Reed. These survivors give their firsthand accounts of the wild times of the band, the 72 hours leading to the crash, the harrowing crash itself and its aftermath. Based on Gene Odom's book, I'll Never Forget You."
s3824,Movie,Low Tide,Kevin McMullin,"Keean Johnson, Alex Neustaedter, Daniel Zolghadri, Kristine Froseth, Shea Whigham, Jaeden Lieberher",,,2019,R,86 min,"Action, Arthouse, Arts, Entertainment, and Culture","After Alan & his younger brother find a bag of gold in a dead man's home, an envious friend is willing to do anything to get the money."
s3825,Movie,Love Stinks,Jeff Franklin,"French Stewart, Bridgette Wilson-Sampras, Bill Bellamy, Tyra Banks, Jason Bateman",,,1999,R,94 min,Comedy,"Seth Winnick has it all: a successful career in television, good friends, and a passionate relationship with beautiful Chelsea. However, when he fails to make a timely marriage proposal, Chelsea tries to make his life hell."
s3826,Movie,Lost in the Sun,Trey Nelson,"Josh Duhamel, Josh Wiggins, Lynn Collins",,,2015,16+,96 min,"Action, Drama, Suspense","The story of John, a small time crook, who finds an unlikely accomplice in Louis, a newly-orphaned teenage boy. As their open-road adventure progresses and John drags the kid on a string of robberies, the pair forge an unexpected and powerful bond."
s3827,Movie,Little Red Wagon,David Anspaugh,"Chandler Canterbury, Anna Gunn, Frances O'Connor",,,2013,PG,103 min,"Drama, Kids","Little Red Wagon is based on the true story of eight year old Zach Bonner on his quest to change the world with nothing more than his beat-up red wagon and a blazing spirit of philanthropy. When Zach sets out to help homeless children in America, by walking from his house in Tampa, Florida to the White House, he must overcome bureaucrats and blisters and capture the hearts of the entire nation."
s3828,Movie,Little Nemo: Adventures in Slumberland,"Masami Hata, William T. Hurtz","Gabriel Damon, Mickey Rooney, Rene Auberjonois, Danny Mann, Laura Mooney, Bernard Erhard, Bill Martin",,,1989,ALL,95 min,"Anime, Kids, Science Fiction","A young boy whose dreams transcend reality is sucked into his own fantasy, which is everything he has dreamed of until he unleashes a century old secret that may not only destroy this perfect dream world but reality itself."
s3829,Movie,Lisa Lampanelli: Back To The Drawing Board,Jay Chapman,Lisa Lampanelli,,,2015,18+,60 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Brash, bold and never afraid to go blue, comedian Lisa Lampanelli offers a raucous and raunchy performance in this stand-up special. Taped at the Music Hall in Tarrytown, New York, the set includes Lampanelli's signature brand of insult comedy as well as her personal experiences with weight loss and divorce."
s3830,Movie,Left Behind: World at War,Craig R. Baxley,"Kirk Cameron, Lou Gossett Jr., Brad Johnson, Gordon Currie, Jessica Steen",,,2005,PG-13,95 min,"Action, Drama, Faith and Spirituality",Based on the New York Times best-selling novel series. The U.S. president (Lou Gossett Jr.) asks a journalist (Kirk Cameron) and his band of rebels to thwart a world leader's deadly plans.
s3831,Movie,Leave it to Beavers,PBS,Brian Unger,,,2014,7+,53 min,Documentary,"From PBS - The fascinating story of beavers in North America - their history, their near extinction, and their current comeback, as a growing number of scientists, conservationists and grass-roots environmentalists have come to regard beavers as overlooked tools when it comes to reversing the disastrous effects of global warming and world-wide water shortages."
s3832,Movie,Knuckle Jack,"John Adams, Toby Poser","John Adams, Zelda Adams, Toby Poser, Robert Lund",,,2013,13+,81 min,Drama,"When a small-town foul-mouthed drunk with an artistic gift for thievery is entrusted with his young niece for the summer, the question is not if she is ready for the task at hand. But is he?"
s3833,Movie,Kiss the Bride,Ibrahim Yilla,"Reagan Gomez, Darrin Dewitt Henson, Persia White",,,2011,13+,81 min,Drama,Two Mother in-laws. One big problem
s3834,Movie,Kim McVicar: Please Notice Me,Quentin Lee,Kim McVicar,,,2020,18+,64 min,"Arts, Entertainment, and Culture, Comedy","Comedian and former backup dancer Kim McVicar riffs about crawling for rappers, pranking her brother in prison, and getting hit on at her estranged father's funeral. And that's not all - this comedy special has something no one else has - dance breaks!"
s3835,Movie,Khandani Shafakhana,Shilpi Dasgupta,"Sonakshi Sinha, Varun Sharma, Kulbhushan Kharbanda, Nadira Babbar, Annu Kapoor, Badshah",,,2019,13+,135 min,"Comedy, Drama, International",A feisty girl from Punjab tries to continue her family traditions by opening a sex clinic to help and aware others in her hometown.
s3836,Movie,Kevin Hart Presents: Lil Rel Howery - RELevent,"Rich Schlansker, Royale Watkins",Lil Rel,,,2015,18+,63 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","In Lil Rel Howery's first hour-long special, he talks about everything from his upbringing to raising his own children to getting roasted by teenagers on public transportation, all with his signature high-energy delivery. A natural performer, Lil Rel proves that he can hold his own when it comes to all the relevant issues."
s3837,Movie,K.G.F: Chapter 1 (Hindi),Prashanth Neel,"Yash, Srinidhi Shetty, Ramachandra Raju",,,2018,13+,155 min,"Action, Drama, International",KGF Chapter 1 is a film based on the gold mines that represents absolute power. The film is based on power struggle to rule these fields which eventually becomes one man’s destiny and his final destination.
s3838,Movie,Jungle Shuffle,"Mauricio De la Orta, Taedong Park","Alicia Silverstone, Rob Schneider, Drake Bell, Tom Arnold",,,2015,ALL,82 min,"Animation, Kids","Drake Bell from Nickelodeon's Drake & Josh stars alongside with Rob Schneider (Grown Ups) and Jessica DiCicoo (Bratz Mega Brand) as Manu and his ninja monkey pal Chuy set off on an epic adventure to rescue Manu's love, Princess Sacha from the hands of her human captors."
s3839,Movie,Joey Coco Diaz: Sociably Unacceptable,Ryan Polito,Joey Coco Diaz,,,2016,,57 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",It's been 25 years in the making and now...'Uncle Joey Diaz' is at Seeso for his 1st MotherF*cking Special...Sociably Unacceptable. Prepare yourselves savages.
s3840,Movie,Jim Breuer: And Laughter For All,Jay Chapman,Jim Breuer,,,2013,18+,58 min,"Arts, Entertainment, and Culture, Comedy",Die-hard metalhead comedian Jim Breuer talks marriage and parenthood recounting stories of accidental bomb threats and fighting an ostrich in front of his children.
s3841,Movie,Jeff Dunham: Arguing with Myself,Manny Rodriguez,Jeff Dunham,,,2006,18+,69 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","A comedy event that will set the new standard for how truly awesome a comedy special can be. Join Jeff and his outspoken-often-edgy characters: Walter, Peanut, José Jalapeño (on a steeek!), Bubba J and Sweet Daddy Dee for a live show that will have you on the floor laughing!"
s3842,Movie,Jane and Emma,Chantelle Squires,"Emily Goss, K. Danor Gerald, Brad Schmidt, Danielle Deadwyler",,,2018,16+,94 min,Drama,"In 1844, after traveling hundreds of miles on foot, a black woman finds enduring friendship with the wife of the founder to the Mormon Church."
s3843,Movie,Jacknife,David Jones,"Robert De Niro, Kathy Baker",,,1989,R,103 min,Drama,"JACKNIFE is a captivating drama about one Vietnam veteran and the trials he faces in his life following the war, starring Robert De Niro, Ed Harris and Kathy Baker."
s3844,Movie,Jack Frost,Michael Cooney,"Christopher Allport, Scott MacDonald, Shannon Elizabeth",,,1997,R,89 min,Horror,A serial killer is transformed into an evil snowman in this 90’s camp horror favorite.
s3845,Movie,Jaanu,C Premkumar,"Sharwanand, Samantha",,,2020,ALL,151 min,"International, Romance","Ram is a travel photographer and reminisces his school days. In 2004, while he was at high school, he develops feelings for Jaanu, a talented singer, and she reciprocates as well. After their board exams, Jaanu tells Ram not to forget her until they meet again after the holidays.A school reunion is arranged through their school WhatsApp group. Ram and Jaanu meet after 15 years."
s3846,Movie,It's A Wonderful Life (Black & White Version),Frank Capra,"James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell, Henry Travers, Beulah Bondi",United States,,1946,13+,131 min,Drama,"After George Bailey wishes he had never been born, an angel is sent to earth to make George's wish come true. George starts to realize how many lives he has changed and impacted, and how they would be different if he was never there."
s3847,Movie,Infidelity,Harry Winer,"Kim Delaney, Kyle Secor, Cristián de la Fuente, Celia Weston, John Maxwell",,,2004,18+,89 min,Drama,A female therapist finds herself out of her depth after starting an affair with a younger man.
s3848,Movie,In Dubious Battle,James Franco,"Nat Wolff, James Franco, Vincent D'Onofrio, Selena Gomez",,,2017,R,113 min,Drama,An activist gets caught up in the labor movement for farm workers in California during the 1930s.
s3849,Movie,I'll See You in My Dreams,Brett Haley,"Blythe Danner, Martin Starr, June Squibb, Rhea Perlman, Mary Kay Place, Malin Akerman, Sam Elliott",,,2015,PG-13,97 min,"Comedy, Drama, Romance","When Carol (Blythe Danner) seeks out new experiences with the help of friends (June Squibb, Rhea Perlman and Mary Kay Place), she unexpectedly finds romance (Sam Elliot)."
s3850,Movie,Hope Dances,Andrew Dillon,"Michael Swan, Karen Kahn, Sunny Doench, Michael Cotter, Avarose Dillon, Sasha DeSola",,,2017,,90 min,Kids,"A multi-talented young girl has a chance to win the lead role in the Nutcracker Ballet, and must choose between pursuing her mother's dream of her becoming a prima ballerina and her father's aspirations of making her a sports champion."
s3851,Movie,Himalayan Singing Bowls 9 hours,Mark Knight,"Niv Dayan, Sarah Lærke",,,2017,ALL,550 min,Special Interest,"This ambient sleep and meditation video is a full nine hours with an ultra dark screen for deep sleep, lucid dreaming and meditation. Relax to the notes of the Himalayan Singing Bowls accompanied by the background sounds of rain softly falling on leaves. Each musical note and tone relating to the 7 chakras is played from Root (Keynote C - 256 Hz) to Crown (Keynote B - 480 Hz)."
s3852,Movie,Highway,Coke Daniels,"Eddie Griffin, Keith David, Tommy 'Tiny' Lister, Gary Owen, Devin 'Devin the Dude' Copeland, Roland 'Lil Duval' Powell, Erik Estrada",,,2013,R,78 min,Comedy,"Two brothers embark on a journey in search of a mythical highway in Kentucky, which they believe will lead them to ""marijuana nirvana."""
s3853,Movie,Hick,Derick Martini,"Chloë Grace Moretz, Blake Lively, Alec Baldwin, Eddie Redmayne, Juliette Lewis",,,2012,R,99 min,"Action, Comedy, Young Adult Audience","Small town teenager Luli escapes to Las Vegas, leaving behind her alcoholic and abusive parents. Armed with her smarts, a pistol and pocket money, she hitchhikes her way west. Along the way, Luli crosses paths with Eddie, an unstable rebel with questionable motives and Glenda, a cocaine-snorting drifter on the run."
s3854,Movie,Hichki,Siddharth P Malhotra,"Rani Mukerji, Neeraj Kabi, Shiv Subrahmanyam, Sachin Pilgaonkar, Supriya Pilgaonkar, Vikram Gokhale, Hussain Dalal, Asif Basra",,,2018,7+,116 min,"Comedy, Drama, International","""HICHKI"" is a story about Naina Mathur (Rani Mukerji), an aspiring teacher who suffers from Tourette Syndrome. After numerous rejections, she lands her dream job as a full-time teacher and gets assigned a class of students who can’t seem to keep out of trouble. Naina must do whatever she can to ensure that her students realise their true potential, and defy all the odds against them."
s3855,Movie,Happy Birthday,Casey Tebo,"Tristin Mays, Vanessa Lengies, Erik Palladino",,,2016,R,90 min,"Comedy, Suspense","When two friends embark on a journey to Mexicali for a Birthday celebration, they soon realize their psychedelic shenanigans have taken a turn for the worse."
s3856,Movie,Happiness Continues: A Jonas Brothers Concert Film,Anthony Mandler,"Nick Jonas, Joe Jonas, Kevin Jonas, Priyanka Chopra Jonas, Sophie Turner",,,2020,16+,105 min,Young Adult Audience,A live concert experience and exclusive look into life on the road with The Jonas Brothers during their Happiness Begins concert tour.
s3857,Movie,Hannibal Thompson: Out Of Control,Will Stallings,Hannibal Thompson,,,2020,18+,57 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","In his first comedy special, hilarious comedian Hannibal Thompson gives you non-stop laughs as he performs in front of a live audience in Sacramento, California. Hannibal delivers raw, gut-busting entertainment that will leave you in stitches as he addresses the audience and everyday topics including his family, relationships, hip hop, and more."
s3858,Movie,Hal Sparks: Charmageddon,Manny Rodriguez,Hal Sparks,,,2010,18+,63 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Hal Sparks has been called one of the top five stand-up comedians working today. His smart, straight edge writing and razor-sharp wit are in full force in this jam-packed one hour special."
s3859,Movie,Gully Boy,Zoya Akhtar,"Ranveer Singh, Alia Bhatt, Kalki Koechlin, Siddhant Chaturvedi, Vijay Raaz, Amruta Subhash, Sheeba Chaddha",,,2019,16+,154 min,"Drama, International",A coming-of-age story based on the lives of street rappers in Mumbai.
s3860,Movie,Greg Warren: Where the Field Corn Grows,Eric Abrams,Greg Warren,,,2020,13+,59 min,"Arts, Entertainment, and Culture, Comedy","Greg Warren is smart enough to understand what he doesn't know, and it's in his common-sense attempt to understand basic agriculture, home repair, or finances that he harvests the ridiculous and absurd."
s3861,Movie,Grateful Dead: The Grateful Dead Movie,"Leon Gast, Jerry Garcia","Jerry Garcia, Mickey Hart, Bill Kreutzmann, Phil Lesh, Bob Weir, Keith Godchaux, Donna Godchaux",,,2011,7+,133 min,"Documentary, Music Videos and Concerts","The Grateful Dead Movie, released in 1977 and directed by Jerry Garcia, is a film that captures live performances from rock band the Grateful Dead during an October 1974 five-night run at Winterland in San Francisco."
s3862,Movie,Gopichand Chanakya,Thiru,"Gopichand, Mehreen Pirzada, Nassar, Rajesh Khattar, Upen Patel",,,2019,13+,145 min,"Action, International","The movie is about Arjun (Undercover Raw Agent) and his team. In the process, Arjun is confronted with many profound difficulties by the enemy Sohail. At one point, Arjun has to choose between saving his team and saving the country. Will he be able to make the right decision?"
s3863,Movie,Girls Just Want to Have Fun,Alan Metter,"Sarah Jessica Parker, Helen Hunt, Shannen Doherty, Jonathan Silverman, Lee Montgomery",,,1985,13+,87 min,Comedy,"Sarah Jessica Parker, Helen Hunt and Shannen Doherty star in the outrageous '80s comedy hit that's totally packed with outrageous '80s fashions, music, dance moves, and more!"
s3864,Movie,Gina Brillon: Pacifically Speaking,Manny Rodriguez,"Gina Brillon, Gabriel Iglesias",,,2014,18+,53 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Gabriel Iglesias presents a hilarious stand-up comedy special from the brash and beautiful Gina Brillon. Find out why she's one of the country's hottest young comics in this uproarious special full of sharp jokes and her trademark Bronx attitude!
s3865,Movie,Get Thrashed! The Story Of Thrash Metal,Rick Ernst,"Lee Altus, Russ Anderson, Death Angel",,,2020,16+,100 min,"Documentary, Music Videos and Concerts","Featuring the biggest bands in heavy metal music, Get Thrashed! covers the origins, cultural impact, and musical influence of Thrash Metal. Told first-hand by the members of bands like Metallica, Slayer, and Anthrax, as well as using raw, original show footage. Along the way we witness the drugs, drinking, fighting, deaths, mosh pits, long hair and most of all - the groundbreaking new music."
s3866,Movie,Gallipoli,Peter Weir,"Mel Gibson, Mark Lee, Bill Kerr, Harold Hopkins",,,1981,PG,112 min,"Action, Military and War",Two Australian sprinters face the brutal realities of war when they are sent to fight in the Gallipoli campaign in Turkey during World War I.
s3867,Movie,Fun With Dick and Jane,Ted Kotcheff,"Jane Fonda, George Segal, Ed McMahon, Dick Gautier, Fred Willard, John Dehner, Thayer David",,,2003,18+,96 min,"Action, Comedy","When an upwardly mobile couple find themselves unemployed and in debt, they turn to armed robbery in desperation."
s3868,Movie,Fukrey Returns,Mrighdeep Lamba,"Pulkit Samrat, Manjot Singh, Ali Fazal, Varun Sharma, Priya Anand, Vishakha Singh, Pankaj Tripathi, Richa Chadha",,,2017,13+,136 min,"Comedy, International","Fukrey Returns' picks up a year later from where it ended. Having enjoyed the spoils of war they had so audaciously waged, the Fukras are now at crossroads with their past, which is about to decide their future. Bent upon a merciless payback, Bholi Punjaban is back and all set to take the Fukras on a deadly ride."
